문서,섹션,항목,내용
"위험성평가표","4. 감소대책 수립 및 실행","- 실행시점","작업 시작 전 및 작업 중 수시"
"위험성평가표","4. 감소대책 수립 및 실행","- 담당","작업반장 / 신호수"
"위험성평가표","4. 감소대책 수립 및 실행","- 잔여 위험성","중"
"위험성평가표","4. 감소대책 수립 및 실행","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"위험성평가표","4. 감소대책 수립 및 실행","- 실행시점","TBM 직후"
"위험성평가표","4. 감소대책 수립 및 실행","- 담당","전 작업자"
"위험성평가표","4. 감소대책 수립 및 실행","- 잔여 위험성","하"
"위험성평가표","5. 공유·교육","1","위험성평가 결과는 TBM에서 구두 설명하고, 작업자 이해 여부를 확인합니다."
"위험성평가표","5. 공유·교육","2","신규 투입자와 외국인 근로자는 쉬운 문장 또는 다국어 보조 설명을 추가합니다."
"위험성평가표","6. 조치 확인","위험성평가 실시자","현장소장 / 관리감독자"
"위험성평가표","6. 조치 확인","근로자 참여 확인","작업 전 TBM에서 공유 및 복창 확인"
"위험성평가표","6. 조치 확인","조치 완료 예정일","작업 시작 전 즉시"
"위험성평가표","6. 조치 확인","미조치 항목 처리","작업 보류 또는 책임자 승인 후 재평가"
"위험성평가표","공식 서식 기준 보강","1","KOSHA 위험성평가 흐름에 맞춰 사전준비, 유해·위험요인 파악, 위험성 결정, 감소대책, 공유·교육, 조치 확인 순서로 기록합니다."
"위험성평가표","공식 서식 기준 보강","2","4M 관점(작업자, 장비·도구, 작업환경, 관리체계)을 누락 점검 기준으로 사용합니다."
"위험성평가표","공식 서식 기준 보강","- 반영 근거","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료"
"위험성평가표","법령·해석례 반영: 위험성평가표","- 반영 원칙","유해·위험요인 파악, 위험성 결정, 감소대책 수립의 근거 초안으로 연결합니다."
"위험성평가표","법령·해석례 반영: 위험성평가표","1","1. 산업안전보건법 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 법률 · 공포 20251001"
"위험성평가표","법령·해석례 반영: 위험성평가표","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"위험성평가표","법령·해석례 반영: 위험성평가표","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"위험성평가표","법령·해석례 반영: 위험성평가표","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"위험성평가표","법령·해석례 반영: 위험성평가표","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"위험성평가표","법령·해석례 반영: 위험성평가표","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"위험성평가표","법령·해석례 반영: 위험성평가표","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"위험성평가표","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"위험성평가표","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"위험성평가표","중대재해 예방 관리체계 점검","- 위험성평가 연결","유해·위험요인을 확인한 뒤 개선대책, 이행 담당자, 조치 완료 확인까지 같은 표에서 남깁니다."
"위험성평가표","중대재해 예방 관리체계 점검","1","도급·협력 작업이 있으면 원청·협력업체 간 위험정보 공유와 작업구역 통제 책임을 별도 확인 항목으로 둡니다."
"작업계획서","기본정보","1","작업계획서(초안)"
"작업계획서","기본정보","현장 서식 기준","작업구간, 작업순서, 장비·인원, 허가·첨부, 확인자 중심"
"작업계획서","기본정보","공사명","대구 달서구 물류창고"
"작업계획서","기본정보","작업구간","박스 적재, 핸드파렛트 이동, 지게차 보조 운반, 휴식관리"
"작업계획서","기본정보","작성자","관리감독자 / 작업반장"
"작업계획서","기본정보","확인자","현장소장 / 안전관리자"
"작업계획서","기본정보","작성일","작업 시작 전"
"작업계획서","1. 작업개요","- 작업명","고중량 박스 적재 및 수작업 운반"
"작업계획서","1. 작업개요","- 작업내용","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"작업계획서","1. 작업개요","- 작업인원","5명"
"작업계획서","1. 작업개요","- 작업조건","폭염주의 수준, 온열질환과 근골격계 부담 관리 필요"
"작업계획서","2. 작업순서","1","작업 전 작업구역 설정, 보호구 확인, 장비 상태 점검"
"작업계획서","2. 작업순서","- 주요 작업 수행","박스 적재, 핸드파렛트 이동, 지게차 보조 운반, 휴식관리"
"작업계획서","2. 작업순서","2","작업 중 위험구역 출입통제와 작업중지 기준 수시 확인"
"작업계획서","2. 작업순서","3","작업 종료 후 정리정돈, 잔여 위험요인 확인, 사진/기록 보관"
"작업계획서","3. 장비·인원·허가 확인","- 장비/도구","작업계획서 또는 안전작업허가서 첨부자료로 확인"
"작업계획서","3. 장비·인원·허가 확인","- 작업자","신규 투입자, 외국인 근로자, 협력업체 인원 별도 확인"
"작업계획서","3. 장비·인원·허가 확인","- 허가/첨부","고위험 작업은 안전작업허가서, 위험성평가표, TBM 기록을 함께 보관"
"작업계획서","4. 작업중지 기준","1","온열질환 의심 증상과 즉시 보고 기준을 전원이 알고 있는가?"
"작업계획서","4. 작업중지 기준","2","고중량 박스는 2인 1조 또는 이동대차로 처리하는가?"
"작업계획서","4. 작업중지 기준","3","지게차 보조 이동 시 보행자 대기 위치가 표시되어 있는가?"
"작업계획서","5. 확인 근거","1","위험성평가표, TBM 기록, 안전보건교육 기록, 사진/영상 증빙을 같은 문서팩으로 묶어 확인합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","- 반영 원칙","유해·위험요인 파악, 위험성 결정, 감소대책 수립의 근거 초안으로 연결합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","1","1. 산업안전보건법 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 법률 · 공포 20251001"
"작업계획서","법령·해석례 반영: 위험성평가표","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"작업계획서","법령·해석례 반영: 위험성평가표","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"작업계획서","법령·해석례 반영: 위험성평가표","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"작업계획서","법령·해석례 반영: 위험성평가표","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"작업계획서","법령·해석례 반영: 위험성평가표","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"작업계획서","KOSHA 작업계획 반영","1","위험성평가표의 사전준비, 위험요인 파악, 감소대책, 조치 확인 항목을 정렬합니다."
"작업계획서","KOSHA 작업계획 반영","2","위험성평가 결과를 작업자 교육·공유 기록으로 연결하는 문구를 보강합니다."
"TBM/작업 전 안전점검회의","기본정보","1","작업 전 안전점검회의(TBM) 브리핑(초안)"
"TBM/작업 전 안전점검회의","기본정보","공식자료 기반","KOSHA TBM OPS 및 고용노동부 TBM 교육시간 인정 안내 참고"
"TBM/작업 전 안전점검회의","기본정보","일시","작업 시작 전"
"TBM/작업 전 안전점검회의","기본정보","장소","대구 달서구 물류창고"
"TBM/작업 전 안전점검회의","기본정보","업체명","대성창고"
"TBM/작업 전 안전점검회의","기본정보","오늘 작업","고중량 박스 적재 및 수작업 운반"
"TBM/작업 전 안전점검회의","기본정보","참석 대상","작업자 5명, 작업반장, 관리감독자"
"TBM/작업 전 안전점검회의","1. 작업내용","1","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"TBM/작업 전 안전점검회의","1. 작업내용","- 기상 및 작업조건","폭염주의 수준, 온열질환과 근골격계 부담 관리 필요"
"TBM/작업 전 안전점검회의","2. 위험요인","1","고온 창고 내 장시간 운반으로 인한 온열질환"
"TBM/작업 전 안전점검회의","2. 위험요인","2","고중량 박스 반복 취급으로 인한 허리·어깨 부담"
"TBM/작업 전 안전점검회의","2. 위험요인","3","지게차 보조 이동 중 보행자 충돌"
"TBM/작업 전 안전점검회의","3. 안전대책","1","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유"
"TBM/작업 전 안전점검회의","3. 안전대책","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"TBM/작업 전 안전점검회의","3. 안전대책","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"TBM/작업 전 안전점검회의","4. 참석자 확인","1","작업자는 핵심 위험요인과 작업중지 기준을 구두 복창합니다."
"TBM/작업 전 안전점검회의","4. 참석자 확인","2","보호구 착용 상태와 위험구역 통제 상태를 상호 확인합니다."
"TBM/작업 전 안전점검회의","4. 참석자 확인","3","신규 투입자와 외국인 근로자는 이해 여부를 추가 확인합니다."
"TBM/작업 전 안전점검회의","5. 사진·영상 기록 메모","1","작업일지, 모바일 앱, 사진, 영상 등 현장 기록 수단에 TBM 실시 여부를 남깁니다."
"TBM/작업 전 안전점검회의","5. 사진·영상 기록 메모","2","위험성평가 결과를 반영한 TBM 기록은 안전보건교육 증빙으로 활용 가능 여부를 검토합니다."
"TBM/작업 전 안전점검회의","확인 질문","1","온열질환 의심 증상과 즉시 보고 기준을 전원이 알고 있는가?"
"TBM/작업 전 안전점검회의","확인 질문","2","고중량 박스는 2인 1조 또는 이동대차로 처리하는가?"
"TBM/작업 전 안전점검회의","확인 질문","3","지게차 보조 이동 시 보행자 대기 위치가 표시되어 있는가?"
"TBM/작업 전 안전점검회의","기상 신호","1","단시간 흐림, 강수없음, 기온 14℃, 풍속 1m/s (초단기실황/초단기예보/단기예보 반영)"
"TBM/작업 전 안전점검회의","기상 신호","2","현재 예보 기준 특보 수준은 아니지만 작업 전 기상 변화에 따른 중지 기준을 공유"
"TBM/작업 전 안전점검회의","KOSHA 매뉴얼·Guide 반영","1","위험성평가표의 사전준비, 위험요인 파악, 감소대책, 조치 확인 항목을 정렬합니다."
"TBM/작업 전 안전점검회의","KOSHA 매뉴얼·Guide 반영","2","위험성평가 결과를 작업자 교육·공유 기록으로 연결하는 문구를 보강합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","- 반영 원칙","작업 전 공유해야 할 작업중지 기준, 보호구, 접근통제 문구의 근거 초안으로 연결합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","1","1. 산업안전보건법 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 법률 · 공포 20251001"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- TBM 연결","작업중지 기준, 보호구 착용, 위험구역 접근금지, 관리감독자 확인을 작업 시작 전에 구두로 확인합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","1","작업자가 이해하지 못했거나 위험을 발견한 경우 즉시 멈추고 보고하는 문구를 현장 공유 메시지에 포함합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 운반 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","2","승강기 검사 중 추락 / 서비스업 / 승강기 검사 중 추락"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 02. 14.(월) 13:30경 수원시 소재 OOOO 아파트에서 승강기 검사원이 승강기 이상 상황을 확인(추정)하던 중 지하 1층 피트로 추락함"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 작업과 같은 산업안전 핵심 위험을 예방 포인트로 연결했습니다. 첨부파일(승강기 검사 중 추락.pdf)을 근거 링크로 연결했습니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","3","쓰레기 수거 작업 중 끼임 / 서비스업 / 쓰레기 수거 작업 중 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","‘2025. 09. 00.(목) 03:20경 서울시 소재 OOOO에서 종량제 쓰레기 수거작업 중인 청소차가 후진하던 중, 청소차 후면의 작업 보조대 위에 올라타있던 작업자가 청소차와 전봇대 사이에 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업자 키워드와 유사 재해사례를 연결했습니다. 첨부파일(쓰레기 수거 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"TBM 기록","기본정보","1","작업 전 안전점검회의(TBM) 기록(초안)"
"TBM 기록","기본정보","공식자료 기반","작업일지·모바일 앱·사진·영상 등 다양한 기록 인정 취지 참고"
"TBM 기록","기본정보","일시","2026-04-25 08:00"
"TBM 기록","기본정보","업체명","대성창고"
"TBM 기록","기본정보","작업장소","대구 달서구 물류창고"
"TBM 기록","기본정보","작업내용","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"TBM 기록","기본정보","참석인원","5명"
"TBM 기록","기본정보","실시자","작업반장 / 관리감독자"
"TBM 기록","작업내용","1","고중량 박스 적재 및 수작업 운반"
"TBM 기록","위험요인","1","고온 창고 내 장시간 운반으로 인한 온열질환"
"TBM 기록","위험요인","2","고중량 박스 반복 취급으로 인한 허리·어깨 부담"
"TBM 기록","위험요인","3","지게차 보조 이동 중 보행자 충돌"
"TBM 기록","안전대책","1","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유"
"TBM 기록","안전대책","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"TBM 기록","안전대책","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"TBM 기록","참석자 확인","TBM 내용 숙지 여부","전원 구두 복창 및 서명 예정"
"TBM 기록","참석자 확인","보호구 착용 상태","상호 점검"
"TBM 기록","참석자 확인","위험구역 표시 및 통제","확인"
"TBM 기록","사진·영상 기록 메모","1","작업 전 현장 상태, 보호구 착용, 위험구역 통제 사진을 기록합니다."
"TBM 기록","사진·영상 기록 메모","2","모바일 앱 또는 작업일지에 TBM 실시 시각과 참석자를 남깁니다."
"TBM 기록","미조치 위험요인 / 후속조치","1","온열질환 의심 증상과 즉시 보고 기준을 전원이 알고 있는가?"
"TBM 기록","미조치 위험요인 / 후속조치","2","고중량 박스는 2인 1조 또는 이동대차로 처리하는가?"
"TBM 기록","공식자료 서식 반영","1","KOSHA · KOSHA 위험성평가 사업안내 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","위험성평가표, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","사전준비, 유해·위험요인 파악, 위험성 결정, 감소대책 수립 및 실행, 공유·교육, 조치 확인"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가를 유해·위험요인 파악, 위험성 결정, 감소대책 수립·실행, 공유·기록 흐름으로 정리하는 공식 안내입니다."
"TBM 기록","공식자료 서식 반영","2","KOSHA · KOSHA 위험성평가 교육자료 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","위험성평가표, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업자 참여, 위험성평가 결과 공유, 교육 실시, 개선대책 확인"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가 작성과 작업자 공유 교육에 활용할 수 있는 KOSHA 교육자료입니다."
"TBM 기록","공식자료 서식 반영","3","KOSHA · KOSHA 작업 전 안전점검회의(TBM) OPS - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","TBM 브리핑, TBM 회의록, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업내용, 위험요인, 안전대책, 참석자 확인, 사진·영상 기록 메모"
"TBM 기록","공식자료 서식 반영","- 요약","작업 전 안전점검회의 목적과 진행 흐름을 현장 브리핑에 맞춰 정리하는 공식 안내 축입니다."
"TBM 기록","공식자료 서식 반영","4","MOEL · 고용노동부 TBM 정기교육 시간 인정 안내 - 사전 매핑"
"TBM 기록","공식자료 서식 반영","- 반영 문서","TBM 회의록, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업일지, 모바일 앱, 동영상, 회의자료, 교육시간 인정 검토"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가 결과를 반영한 TBM을 산업안전보건 정기교육 시간으로 인정할 수 있다는 고용노동부 안내입니다."
"TBM 기록","공식자료 서식 반영","5","KOSHA · 산업안전보건교육 가이드북 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","교육대상, 교육내용, 확인방법, 후속 교육"
"TBM 기록","공식자료 서식 반영","- 요약","안전보건교육 대상, 내용, 확인 방식 정리에 참고할 수 있는 교육 가이드북입니다."
"안전보건교육 기록","기본정보","1","안전보건교육 기록(초안)"
"안전보건교육 기록","기본정보","공식자료 기반","산업안전보건교육 가이드북 및 TBM 교육시간 인정 안내 참고"
"안전보건교육 기록","기본정보","교육명","폭염·근골격계 부담작업 예방 교육"
"안전보건교육 기록","기본정보","교육구분","당일 작업 전 안전보건교육 및 TBM 연계 기록"
"안전보건교육 기록","기본정보","교육일시","작업 시작 전 15분"
