문서,섹션,항목,내용
"위험성평가표","4. 감소대책 수립 및 실행","- 잔여 위험성","중"
"위험성평가표","4. 감소대책 수립 및 실행","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"위험성평가표","4. 감소대책 수립 및 실행","- 실행시점","TBM 직후"
"위험성평가표","4. 감소대책 수립 및 실행","- 담당","전 작업자"
"위험성평가표","4. 감소대책 수립 및 실행","- 잔여 위험성","하"
"위험성평가표","5. 공유·교육","1","위험성평가 결과는 TBM에서 구두 설명하고, 작업자 이해 여부를 확인합니다."
"위험성평가표","5. 공유·교육","2","신규 투입자와 외국인 근로자는 쉬운 문장 또는 다국어 보조 설명을 추가합니다."
"위험성평가표","6. 조치 확인","위험성평가 실시자","현장소장 / 관리감독자"
"위험성평가표","6. 조치 확인","근로자 참여 확인","작업 전 TBM에서 공유 및 복창 확인"
"위험성평가표","6. 조치 확인","조치 완료 예정일","작업 시작 전 즉시"
"위험성평가표","6. 조치 확인","미조치 항목 처리","작업 보류 또는 책임자 승인 후 재평가"
"위험성평가표","공식 서식 기준 보강","1","KOSHA 위험성평가 흐름에 맞춰 사전준비, 유해·위험요인 파악, 위험성 결정, 감소대책, 공유·교육, 조치 확인 순서로 기록합니다."
"위험성평가표","공식 서식 기준 보강","2","4M 관점(작업자, 장비·도구, 작업환경, 관리체계)을 누락 점검 기준으로 사용합니다."
"위험성평가표","공식 서식 기준 보강","- 반영 근거","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료 / 지게차의 안전작업에 관한 기술지원규정"
"위험성평가표","법령·해석례 반영: 위험성평가표","- 반영 원칙","유해·위험요인 파악, 위험성 결정, 감소대책 수립의 근거 초안으로 연결합니다."
"위험성평가표","법령·해석례 반영: 위험성평가표","1","1. 산업안전보건법 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 법률 · 공포 20251001"
"위험성평가표","법령·해석례 반영: 위험성평가표","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"위험성평가표","법령·해석례 반영: 위험성평가표","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"위험성평가표","법령·해석례 반영: 위험성평가표","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"위험성평가표","법령·해석례 반영: 위험성평가표","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"위험성평가표","법령·해석례 반영: 위험성평가표","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"위험성평가표","법령·해석례 반영: 위험성평가표","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"위험성평가표","법령·해석례 반영: 위험성평가표","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"위험성평가표","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"위험성평가표","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"위험성평가표","중대재해 예방 관리체계 점검","- 위험성평가 연결","유해·위험요인을 확인한 뒤 개선대책, 이행 담당자, 조치 완료 확인까지 같은 표에서 남깁니다."
"위험성평가표","중대재해 예방 관리체계 점검","1","도급·협력 작업이 있으면 원청·협력업체 간 위험정보 공유와 작업구역 통제 책임을 별도 확인 항목으로 둡니다."
"위험성평가표","KOSHA 세부 OpenAPI 반영","1","안전보건법령 스마트검색 · [중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"위험성평가표","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"위험성평가표","KOSHA 세부 OpenAPI 반영","- 요약","[중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"위험성평가표","KOSHA 세부 OpenAPI 반영","2","안전보건법령 스마트검색 · 지게차 끼임사고 예방(리플릿)"
"위험성평가표","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"위험성평가표","KOSHA 세부 OpenAPI 반영","- 요약","지게차 자율안전 점검표, 지게차 재해사례와 위험요인, 지게차 주요질의사항"
"작업계획서","기본정보","1","작업계획서(초안)"
"작업계획서","기본정보","현장 서식 기준","작업구간, 작업순서, 장비·인원, 허가·첨부, 확인자 중심"
"작업계획서","기본정보","공사명","인천 남동공단 물류센터"
"작업계획서","기본정보","작업구간","지게차 상하차, 랙 피킹, 출하 동선 분리"
"작업계획서","기본정보","작성자","관리감독자 / 작업반장"
"작업계획서","기본정보","확인자","현장소장 / 안전관리자"
"작업계획서","기본정보","작성일","작업 시작 전"
"작업계획서","1. 작업개요","- 작업명","상하차 및 피킹 작업"
"작업계획서","1. 작업개요","- 작업내용","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"작업계획서","1. 작업개요","- 작업인원","2명"
"작업계획서","1. 작업개요","- 작업조건","우천 후 바닥 젖음, 미끄럼·동선 분리 기준 공유 필요"
"작업계획서","2. 작업순서","1","작업 전 작업구역 설정, 보호구 확인, 장비 상태 점검"
"작업계획서","2. 작업순서","- 주요 작업 수행","지게차 상하차, 랙 피킹, 출하 동선 분리"
"작업계획서","2. 작업순서","2","작업 중 위험구역 출입통제와 작업중지 기준 수시 확인"
"작업계획서","2. 작업순서","3","작업 종료 후 정리정돈, 잔여 위험요인 확인, 사진/기록 보관"
"작업계획서","3. 장비·인원·허가 확인","- 장비/도구","작업계획서 또는 안전작업허가서 첨부자료로 확인"
"작업계획서","3. 장비·인원·허가 확인","- 작업자","신규 투입자, 외국인 근로자, 협력업체 인원 별도 확인"
"작업계획서","3. 장비·인원·허가 확인","- 허가/첨부","고위험 작업은 안전작업허가서, 위험성평가표, TBM 기록을 함께 보관"
"작업계획서","4. 작업중지 기준","1","후진·회차 구간에서 보행자 통제는 누가 책임지고 있는가?"
"작업계획서","4. 작업중지 기준","2","상부 랙 작업 전 낙하위험 구역을 모두 비웠는가?"
"작업계획서","4. 작업중지 기준","3","신규 투입자가 지게차 경고음과 진입금지 구역을 이해했는가?"
"작업계획서","5. 확인 근거","1","위험성평가표, TBM 기록, 안전보건교육 기록, 사진/영상 증빙을 같은 문서팩으로 묶어 확인합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","- 반영 원칙","유해·위험요인 파악, 위험성 결정, 감소대책 수립의 근거 초안으로 연결합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","1","1. 산업안전보건법 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 법률 · 공포 20251001"
"작업계획서","법령·해석례 반영: 위험성평가표","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"작업계획서","법령·해석례 반영: 위험성평가표","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"작업계획서","법령·해석례 반영: 위험성평가표","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"작업계획서","법령·해석례 반영: 위험성평가표","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"작업계획서","법령·해석례 반영: 위험성평가표","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"작업계획서","법령·해석례 반영: 위험성평가표","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"작업계획서","법령·해석례 반영: 위험성평가표","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"작업계획서","KOSHA 작업계획 반영","1","위험성평가표의 사전준비, 위험요인 파악, 감소대책, 조치 확인 항목을 정렬합니다."
"작업계획서","KOSHA 작업계획 반영","2","위험성평가 결과를 작업자 교육·공유 기록으로 연결하는 문구를 보강합니다."
"작업계획서","KOSHA 세부 OpenAPI 반영","1","안전보건법령 스마트검색 · [중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"작업계획서","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"작업계획서","KOSHA 세부 OpenAPI 반영","- 요약","[중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"작업계획서","KOSHA 세부 OpenAPI 반영","2","안전보건법령 스마트검색 · 지게차 끼임사고 예방(리플릿)"
"작업계획서","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"작업계획서","KOSHA 세부 OpenAPI 반영","- 요약","지게차 자율안전 점검표, 지게차 재해사례와 위험요인, 지게차 주요질의사항"
"TBM/작업 전 안전점검회의","기본정보","1","작업 전 안전점검회의(TBM) 브리핑(초안)"
"TBM/작업 전 안전점검회의","기본정보","공식자료 기반","KOSHA TBM OPS 및 고용노동부 TBM 교육시간 인정 안내 참고"
"TBM/작업 전 안전점검회의","기본정보","일시","작업 시작 전"
"TBM/작업 전 안전점검회의","기본정보","장소","인천 남동공단 물류센터"
"TBM/작업 전 안전점검회의","기본정보","업체명","한빛로지스"
"TBM/작업 전 안전점검회의","기본정보","오늘 작업","상하차 및 피킹 작업"
"TBM/작업 전 안전점검회의","기본정보","참석 대상","작업자 2명, 작업반장, 관리감독자"
"TBM/작업 전 안전점검회의","1. 작업내용","1","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"TBM/작업 전 안전점검회의","1. 작업내용","- 기상 및 작업조건","우천 후 바닥 젖음, 미끄럼·동선 분리 기준 공유 필요"
"TBM/작업 전 안전점검회의","2. 위험요인","1","지게차 회차 구간에서 보행자 충돌"
"TBM/작업 전 안전점검회의","2. 위험요인","2","상부 랙 피킹 중 적재물 낙하"
"TBM/작업 전 안전점검회의","2. 위험요인","3","출하 집중 시간대 교차동선 혼잡"
"TBM/작업 전 안전점검회의","3. 안전대책","1","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리"
"TBM/작업 전 안전점검회의","3. 안전대책","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"TBM/작업 전 안전점검회의","3. 안전대책","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"TBM/작업 전 안전점검회의","4. 참석자 확인","1","작업자는 핵심 위험요인과 작업중지 기준을 구두 복창합니다."
"TBM/작업 전 안전점검회의","4. 참석자 확인","2","보호구 착용 상태와 위험구역 통제 상태를 상호 확인합니다."
"TBM/작업 전 안전점검회의","4. 참석자 확인","3","신규 투입자와 외국인 근로자는 이해 여부를 추가 확인합니다."
"TBM/작업 전 안전점검회의","5. 사진·영상 기록 메모","1","작업일지, 모바일 앱, 사진, 영상 등 현장 기록 수단에 TBM 실시 여부를 남깁니다."
"TBM/작업 전 안전점검회의","5. 사진·영상 기록 메모","2","위험성평가 결과를 반영한 TBM 기록은 안전보건교육 증빙으로 활용 가능 여부를 검토합니다."
"TBM/작업 전 안전점검회의","확인 질문","1","후진·회차 구간에서 보행자 통제는 누가 책임지고 있는가?"
"TBM/작업 전 안전점검회의","확인 질문","2","상부 랙 작업 전 낙하위험 구역을 모두 비웠는가?"
"TBM/작업 전 안전점검회의","확인 질문","3","신규 투입자가 지게차 경고음과 진입금지 구역을 이해했는가?"
"TBM/작업 전 안전점검회의","기상 신호","1","단시간 흐림, 강수없음, 기온 16℃, 풍속 2m/s (초단기실황/초단기예보/단기예보/기상특보 반영)"
"TBM/작업 전 안전점검회의","기상 신호","2","기상특보가 확인되어 작업 전 작업중지 기준과 옥외·고소작업 허용 여부를 관리감독자가 재판단"
"TBM/작업 전 안전점검회의","KOSHA 매뉴얼·Guide 반영","1","위험성평가표의 사전준비, 위험요인 파악, 감소대책, 조치 확인 항목을 정렬합니다."
"TBM/작업 전 안전점검회의","KOSHA 매뉴얼·Guide 반영","2","위험성평가 결과를 작업자 교육·공유 기록으로 연결하는 문구를 보강합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","- 반영 원칙","작업 전 공유해야 할 작업중지 기준, 보호구, 접근통제 문구의 근거 초안으로 연결합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","1","1. 산업안전보건법 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 법률 · 공포 20251001"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"TBM/작업 전 안전점검회의","법령·해석례 반영: TBM 기록","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","- TBM 연결","작업중지 기준, 보호구 착용, 위험구역 접근금지, 관리감독자 확인을 작업 시작 전에 구두로 확인합니다."
"TBM/작업 전 안전점검회의","중대재해 예방 관리체계 점검","1","작업자가 이해하지 못했거나 위험을 발견한 경우 즉시 멈추고 보고하는 문구를 현장 공유 메시지에 포함합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","2","지게차 작업 중 뒷바퀴에 깔림 / 제조업 / 지게차 작업 중 뒷바퀴에 깔림"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","2025.11.00(목) 11:30경, 부산 기장군 소재 0000 내 작업장에서재해자가 목재 폐자재를 수거하던 중, 후진으로 선회하던 지게차와 접촉하여재해자의 다리가 지게차 뒷바퀴에 깔림"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(지게차 작업 중 지게차 뒷바퀴에 깔림.pdf)을 근거 링크로 연결했습니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","3","화물자동차 적재함과 지게차 사이에 끼임 / 제조업 / 화물자동차 적재함과 지게차 사이에 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 9. 0.(목) 13:18경 경북 경주시 소재 사업장 내 옥외 적재장에서 재해자가 화물자동차 적재함 문을 올리는 등의 작업 중 재해자 방향으로 후진하는 지게차와 화물 자동차 적재함 사이에 끼임"
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"TBM/작업 전 안전점검회의","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(화물자동차 적재함과 지게차 사이에 끼임.pdf)을 근거 링크로 연결했습니다."
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","1","안전보건법령 스마트검색 · [중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","- 요약","[중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","2","안전보건법령 스마트검색 · 지게차 끼임사고 예방(리플릿)"
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"TBM/작업 전 안전점검회의","KOSHA 세부 OpenAPI 반영","- 요약","지게차 자율안전 점검표, 지게차 재해사례와 위험요인, 지게차 주요질의사항"
"TBM 기록","기본정보","1","작업 전 안전점검회의(TBM) 기록(초안)"
"TBM 기록","기본정보","공식자료 기반","작업일지·모바일 앱·사진·영상 등 다양한 기록 인정 취지 참고"
"TBM 기록","기본정보","일시","2026-04-25 08:00"
"TBM 기록","기본정보","업체명","한빛로지스"
"TBM 기록","기본정보","작업장소","인천 남동공단 물류센터"
"TBM 기록","기본정보","작업내용","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"TBM 기록","기본정보","참석인원","2명"
"TBM 기록","기본정보","실시자","작업반장 / 관리감독자"
"TBM 기록","작업내용","1","상하차 및 피킹 작업"
"TBM 기록","위험요인","1","지게차 회차 구간에서 보행자 충돌"
"TBM 기록","위험요인","2","상부 랙 피킹 중 적재물 낙하"
"TBM 기록","위험요인","3","출하 집중 시간대 교차동선 혼잡"
"TBM 기록","안전대책","1","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리"
"TBM 기록","안전대책","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"TBM 기록","안전대책","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"TBM 기록","참석자 확인","TBM 내용 숙지 여부","전원 구두 복창 및 서명 예정"
"TBM 기록","참석자 확인","보호구 착용 상태","상호 점검"
"TBM 기록","참석자 확인","위험구역 표시 및 통제","확인"
"TBM 기록","사진·영상 기록 메모","1","작업 전 현장 상태, 보호구 착용, 위험구역 통제 사진을 기록합니다."
"TBM 기록","사진·영상 기록 메모","2","모바일 앱 또는 작업일지에 TBM 실시 시각과 참석자를 남깁니다."
"TBM 기록","미조치 위험요인 / 후속조치","1","후진·회차 구간에서 보행자 통제는 누가 책임지고 있는가?"
"TBM 기록","미조치 위험요인 / 후속조치","2","상부 랙 작업 전 낙하위험 구역을 모두 비웠는가?"
"TBM 기록","공식자료 서식 반영","1","KOSHA · KOSHA 위험성평가 사업안내 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","위험성평가표, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","사전준비, 유해·위험요인 파악, 위험성 결정, 감소대책 수립 및 실행, 공유·교육, 조치 확인"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가를 유해·위험요인 파악, 위험성 결정, 감소대책 수립·실행, 공유·기록 흐름으로 정리하는 공식 안내입니다."
